item_id,qty,pprice,supplier_id,tax,Decision
13623,20,282.6,187,18,1
11933,30,211.8,187,18,1
14446,25,176.5,187,18,1
11934,25,353.25,187,18,1
11924,25,176.5,187,18,1
14717,25,176.5,187,18,1
15413,1,183.62,187,18,1
11919,1,180.09,187,18,1
17416,1,474,104,18,1
7576,3,1020,104,18,1
17417,3,1527,104,18,1
11841,6,510,104,12,1
11843,6,372,104,12,1
11842,12,504,104,12,1
6178,24,516.96,58,5,1
9198,6,728.58,0,5,0
12459,2,280.94,0,18,0
9200,3,151.26,0,18,0
5322,3,289.92,0,18,0
5370,3,289.92,0,18,0
5407,1,96.64,0,18,0
5283,2,193.28,0,18,0
5261,3,295.83,0,18,0
5367,3,242.67,28,18,1
10326,3,293.52,28,18,1
5387,2,115.56,28,18,1
15356,3,154.86,28,18,1
5338,3,278.76,28,18,1
5331,3,288.93,28,18,1
5358,3,145.59,28,18,1
5309,3,157.17,28,18,1
5414,3,57.81,28,18,1
5257,2,143.3,28,18,1
5372,2,178.4,28,18,1
5374,2,104.06,28,18,1
10324,3,168.72,28,18,1
5366,6,134.04,28,18,1
5259,3,157.17,28,18,1
17419,12,312,18,5,1
5341,6,203.4,28,18,1
5376,6,291.18,28,18,1
10330,3,157.17,28,18,1
15994,24,370.08,18,18,1
13248,12,185.04,18,18,1
17420,12,335.52,263,18,1
14217,12,231.36,0,18,0
13555,12,280.8,0,5,0
15995,12,323.76,0,18,0
17423,20,539.6,0,18,0
17424,24,640.56,0,18,0
17222,6,129.96,0,5,0
14212,12,231.36,0,18,0
14229,6,162,0,18,0
14213,12,277.56,0,18,0
13570,12,277.56,18,18,1
9028,15,162,74,0,1
5971,20,752.4,74,12,1
5970,1,184.02,74,12,1
14112,6,111.9,74,5,1
10870,2,122.78,74,18,1
17425,12,1762.32,33,5,1
12381,2,122.04,74,18,1
17425,1,0,33,5,1
10866,5,454.05,74,18,1
9032,10,169.5,74,5,1
5961,10,169.5,74,5,1
9581,10,169.5,74,5,1
17426,1,160.2,33,5,1
5962,10,169.5,74,5,1
17427,2,1593.22,33,5,1
17428,2,231.42,33,5,1
17429,2,27,74,0,1
5955,10,967.2,74,12,1
5960,10,565.6,74,12,1
17430,2,267.02,33,5,1
17431,1,204.91,74,12,1
9582,2,177.04,74,12,1
17432,1,634.12,33,5,1
5963,2,131.42,0,12,0
7036,1,65.71,0,12,0
17433,2,1268.24,0,5,0
7037,2,131.42,0,12,0
17434,1,65.71,0,12,0
17435,1,594.845,0,5,0
7040,15,825,0,5,0
17435,1,594.845,0,5,0
7041,15,471.45,74,5,1
17436,3,107.1,74,5,1
17437,3,119.85,74,5,1
17433,0,0,33,0,1
17438,3,58.65,74,5,1
17439,3,58.65,74,5,1
5965,6,158.4,74,18,1
5958,5,384.4,74,12,1
9578,5,192.2,74,12,1
17440,2,2379.36,33,5,1
17441,6,171.42,74,5,1
10506,15,795.15,74,0,1
17442,2,591,33,5,1
17289,20,127.2,74,18,1
13819,12,193.92,74,12,1
17443,2,155.94,74,18,1
17432,1,0.01,33,5,1
17444,2,189.84,0,18,0
17445,2,189.84,0,18,0
17446,2,190.58,0,18,0
17447,12,257.04,0,12,0
17448,12,257.04,0,12,0
17449,12,182.76,0,5,0
17450,12,182.76,0,5,0
17451,12,182.856,267,5,1
17452,12,171.36,267,12,1
17453,12,171.36,267,12,1
17454,12,171.36,267,12,1
17455,12,171.36,267,12,1
17456,10,357.1,267,12,1
17457,10,357.1,267,12,1
17458,10,357.1,267,12,1
17459,1,42.86,24,12,1
17460,10,285.7,267,12,1
17461,1,42.86,24,12,1
17462,1,42.86,24,12,1
17463,10,285.7,267,12,1
17464,2,285.72,24,12,1
17465,10,304.7,267,5,1
17466,2,271.18,24,18,1
17467,10,285.7,267,12,1
17468,10,285.7,267,12,1
17469,12,171.48,24,12,1
17470,12,171.48,24,12,1
17471,1,42.86,24,12,1
17472,6,171.42,24,12,1
17473,1,42.86,0,12,0
17474,1,42.86,0,12,0
216,0,0,0,0,0
17476,1,42.86,0,12,0
13628,12,1371.36,0,5,0
3492,10,1857.1,0,5,0
3493,20,1866.6,0,5,0
17480,2,1333.3,163,5,1
13622,12,247.2,146,18,1
13622,6,0,146,0,1
17389,20,608.6,146,18,1
9215,30,113.4,146,18,1
9221,30,105.9,146,18,1
9225,6,136.26,146,18,1
8414,12,240.96,231,12,1
4056,6,257.1,231,12,1
4062,6,67.5,231,12,1
8413,6,93.72,231,12,1
8422,6,93.72,231,12,1
8404,6,93.72,231,12,1
8408,6,192.84,231,12,1
15123,6,205.68,231,12,1
8415,6,192.84,231,12,1
17481,2,285.72,24,12,1
17482,3,148.5,24,12,1
17483,3,190.71,24,12,1
17484,3,186.42,24,12,1
17485,3,186.42,24,12,1
17486,3,186.42,0,12,0
17487,3,186.42,0,12,0
17488,2,124.28,0,12,0
17489,2,124.28,0,12,0
17490,2,124.28,0,12,0
17491,2,124.28,0,12,0
17492,2,124.28,24,12,1
17493,2,124.28,24,12,1
17494,5,310.7,24,12,1
17495,3,210,24,12,1
17496,3,165,24,12,1
17497,2,271.18,24,18,1
17498,2,271.18,24,18,1
11401,15,221.25,40,0,1
5806,3,58.89,40,5,1
7282,5,98.15,40,5,1
5805,10,196.3,40,5,1
10483,10,196.3,40,5,1
5132,100,2019,58,5,1
5133,120,1052.4,58,5,1
10503,60,316.2,58,5,1
6179,48,1038.72,58,5,1
5134,20,422.4,58,5,1
6178,24,516.96,58,5,1
5136,25,1289.75,58,5,1
5137,2,350.76,58,12,1
15400,2,122.08,58,18,1
15400,2,0,58,0,1
8461,3,136.2,58,18,1
5129,3,1068.51,0,12,0
5130,6,1068.48,0,12,0
5131,6,456.6,0,12,0
9601,3,233.16,0,12,0
10342,3,558.6,0,12,0
12196,3,181.8,0,5,0
7748,10,196.3,0,5,0
10484,10,196.3,40,5,1
5804,10,196.3,40,5,1
9289,1,161.9,40,5,1
12147,1,161.9,40,5,1
6371,30,367.5,40,0,1
6372,30,922.5,40,0,1
5807,15,390.9,40,0,1
6937,12,618,40,0,1
6373,2,200,40,0,1
17499,2,103,40,0,1
8497,6,174.84,40,5,1
7432,4,116.56,40,5,1
8017,2,215.94,40,12,1
8357,4,431.88,40,12,1
9026,4,372.84,40,12,1
5822,10,406.3,40,12,1
5823,3,121.89,40,12,1
3957,1,91.89,40,12,1
5808,1,57.75,40,5,1
5812,10,314.9,40,5,1
7682,15,1028.7,40,5,1
3964,15,0,40,12,1
17500,2,285.72,0,12,0
17501,2,385.72,0,12,0
17502,1,192.86,0,12,0
17503,2,291.52,0,18,0
17504,3,139.29,0,12,0
17505,3,160.71,0,12,0
17506,3,295.71,24,12,1
17507,3,888,24,12,1
17508,3,888,24,12,1
17509,6,128.58,24,12,1
17478,6,150,24,12,1
8437,2,247.76,54,12,1
17510,3,235.71,54,12,1
17511,3,235.71,54,12,1
17512,2,250,54,12,1
17513,2,250,54,12,1
17514,2,294.64,54,12,1
17515,2,301.34,54,12,1
17516,2,301.34,54,12,1
17518,2,247.76,54,12,1
17519,3,235.71,54,12,1
17520,3,375,54,12,1
17521,2,247.76,54,12,1
17522,2,271.42,0,12,0
17523,2,271.42,0,12,0
17524,2,271.42,0,12,0
17525,2,294.64,0,12,0
17526,3,257.13,0,12,0
17527,3,203.58,0,12,0
17528,2,1000,0,5,0
17529,2,642.86,54,5,1
17530,6,214.26,54,12,1
17531,6,214.26,54,12,1
3988,12,240,178,0,1
9201,3,473.58,145,5,1
17547,3,510,145,5,1
9203,3,230.7,145,5,1
9201,3,510,145,5,1
12458,3,230.7,145,5,1
2189,5,133.35,21,5,1
2153,5,100,21,5,1
2158,5,116.65,21,5,1
5786,8,464,71,5,1
5787,3,330,71,5,1
14662,2,128,71,5,1
8731,7,175,132,0,1
8731,4,100,132,0,1
5786,8,464,71,5,1
5790,5,250,71,5,1
5013,10,508.4,26,18,1
6384,10,466.1,26,18,1
17551,3,176.13,54,18,1
14240,24,185.04,18,18,1
15998,12,277.56,18,18,1
14235,24,554.88,18,18,1
17552,3,132.108,54,18,1
5018,6,268.998,54,18,1
16551,12,220.224,54,18,1
17554,12,176.28,54,18,1
14245,12,92.52,18,18,1
14246,12,93,18,18,1
14232,12,323.76,18,18,1
13255,12,92.52,18,18,1
5037,16,293.632,54,18,1
15990,24,370.08,18,18,1
14203,30,115.5,18,18,1
17558,24,176.208,54,18,1
5020,24,176.16,54,18,1
15984,30,115.5,18,18,1
5017,24,358.728,54,18,1
5036,12,264.228,54,18,1
8364,24,176.208,54,18,1
14204,30,115.5,18,18,1
15988,12,231.36,18,18,1
14194,12,92.52,18,18,1
14237,12,46.32,18,18,1
5027,18,396.324,54,18,1
17209,12,138.84,18,18,1
5015,24,89.616,54,18,1
14193,24,92.64,18,18,1
17562,30,109.98,54,18,1
13560,24,207.36,18,5,1
13561,24,185.04,18,18,1
17563,6,44.04,54,18,1
14711,12,277.56,18,18,1
5056,6,154.11,54,18,1
17221,12,92.52,18,18,1
14231,12,203.52,18,18,1
13253,24,207.36,0,5,0
13250,24,185.04,0,18,0
15171,6,44.058,0,18,0
16829,18,330.336,0,18,0
9199,2,145.72,0,5,0
5016,12,89.64,0,18,0
8375,15,110.13,0,18,0
5057,6,154.11,54,18,1
17133,6,220.74,54,18,1
8374,18,396.324,54,18,1
6035,5,238.1,180,5,1
5709,2,447.26,195,18,1
5719,6,494.34,195,18,1
5692,5,411.95,195,18,1
5720,3,548.49,195,18,1
5722,2,345.26,195,18,1
5693,3,536.73,195,18,1
15612,24,88.08,54,18,1
5032,12,220.2,54,18,1
15166,12,88.104,54,18,1
16386,3,403.23,195,18,1
5748,10,151.02,195,18,1
5736,3,214.5,195,18,1
5721,6,466.08,195,18,1
5750,3,135.918,195,18,1
5732,6,514.26,195,5,1
5730,3,516.87,195,5,1
5698,4,304.44,195,18,1
5734,2,245.55,195,18,1
5696,4,674.84,195,18,1
5716,1,218.14,195,18,1
5747,24,181.08,195,18,1
15427,3,233.448,195,18,1
5735,3,214.5,195,18,1
5739,3,297.129,195,18,1
5746,24,90.528,195,18,1
14622,45,172.845,0,18,0
12208,16,122.448,0,18,0
5718,8,219.68,0,18,0
5754,30,154.74,0,12,0
12456,8,62.8,0,18,0
13273,45,172.8,0,18,0
5745,5,156.95,0,18,0
16316,12,234.72,0,18,0
5741,3,244.08,0,18,0
5740,4,212.24,0,18,0
5733,2,231.1,0,18,0
5749,6,135.888,0,18,0
5710,2,447.26,0,18,0
17110,5,98.2,0,12,0
17113,5,111.6,0,12,0
17109,5,156.25,0,12,0
17112,1,59.82,0,12,0
17115,10,211.8,0,18,0
17106,3,185.7,0,5,0
17567,10,75.8,0,12,0
17568,10,75.8,0,12,0
17569,10,75.8,0,12,0
17570,10,75.8,263,12,1
17571,10,75.8,263,12,1
17572,10,75.8,263,12,1
17573,3,68.64,263,18,1
17574,3,124.56,263,18,1
17575,3,83.88,263,18,1
17576,3,412.95,270,12,1
17577,3,412.95,270,12,1
17578,3,535.71,270,12,1
17579,3,535.71,270,12,1
17580,3,535.71,270,12,1
17581,3,546.87,270,12,1
17582,3,468.75,270,12,1
17583,3,502.23,270,12,1
17584,3,212.04,270,12,1
17585,3,468.75,270,12,1
17586,3,279,270,12,1
17587,3,379.47,270,12,1
17588,3,357.15,270,12,1
17589,8,267.84,270,12,1
17590,2,267.86,270,12,1
9938,12,186.36,59,28,1
9942,6,93.18,59,28,1
4509,12,372.6,59,28,1
12188,12,186.24,59,12,1
5596,24,720.48,59,12,1
5579,2,0,59,18,1
5579,2,0,59,18,1
10575,14,124.88,59,28,1
16968,12,186.24,59,12,1
16668,12,230.88,59,18,1
16667,14,206.22,59,18,1
5597,14,173.88,59,28,1
5603,14,173.88,59,28,1
11617,14,173.88,59,28,1
11618,14,173.88,59,28,1
5588,3,116.97,59,28,1
5584,3,175.23,59,28,1
8450,12,204,122,0,1
10576,3,116.97,59,28,1
11397,12,216,122,0,1
10622,5,175,122,0,1
5590,24,288,59,18,1
5591,9,225.36,59,18,1
4494,15,232.8,59,12,1
11790,12,243.48,59,12,1
5582,12,730.44,59,12,1
5583,6,350.46,59,28,1
5585,6,350.46,59,28,1
5599,12,306.36,59,28,1
5600,12,306.36,59,28,1
8106,24,612.72,59,28,1
5601,12,306.36,59,28,1
17517,40,310.4,59,12,1
17593,20,847.46,94,18,1
16950,24,94.7784,94,18,1
14124,24,189.76,94,18,1
6058,24,93.5592,94,18,1
11565,24,189.76,94,18,1
7894,12,254.24,94,18,1
2402,12,254.239,94,18,1
7898,12,254.234,94,18,1
8563,12,254.234,94,18,1
17336,12,244.069,94,18,1
6066,6,1016.95,94,18,1
15273,6,976.27,94,18,1
5775,12,335.59,0,18,0
14077,12,366.1,0,18,0
11888,12,366.1,0,18,0
7895,12,284.748,0,18,0
13093,3,83.8998,0,18,0
15343,12,218.64,0,18,0
7875,12,289.83,0,18,0
10548,12,447.46,0,18,0
17594,12,93.5592,0,18,0
17595,25,741.53,0,18,0
7162,25,466.1,0,18,0
17596,6,345.76,0,18,0
4045,24,976.27,94,18,1
6077,8,284.75,94,18,1
10283,3,368.64,94,18,1
17598,2,200,94,18,1
8547,6,388.98,94,18,1
17334,3,368.64,94,18,1
10274,6,498.304,94,18,1
6291,10,830.506,94,18,1
6182,12,1152,94,0,1
16629,6,94.0698,94,18,1
7134,12,254.239,94,18,1
7161,12,610.17,94,18,1
13375,12,86.4396,94,18,1
15335,2,361.022,94,18,1
17599,2,437.29,94,18,1
6607,3,194.49,94,18,1
17600,3,219.918,94,18,1
17601,3,316.07,94,12,1
9389,3,190.68,94,18,1
17602,3,114.41,94,18,1
17603,3,88.98,94,18,1
17604,3,91.53,94,18,1
17605,3,106.78,94,18,1
13076,56,427.118,94,18,1
12331,84,322.03,94,18,1
5881,24,366.098,94,18,1
1940,3,254.24,94,18,1
7105,6,192.86,94,12,1
17607,24,183.05,94,18,1
16195,6,905.136,94,18,1
5858,72,277.119,0,18,0
1906,12,366.1,0,18,0
14288,12,366.1,0,18,0
16462,12,732.2,0,18,0
15560,10,533.9,0,18,0
14286,9,480.51,0,18,0
8961,12,412.5,0,12,0
2079,12,412.5,0,12,0
2068,12,257.144,0,12,0
2070,12,257.144,0,12,0
2087,12,342.859,0,12,0
2088,12,375,0,12,0
2073,12,171.43,0,12,0
2071,12,171.43,0,12,0
6054,24,223.728,94,18,1
16208,3,424.58,94,18,1
8731,5,125,132,0,1
5786,10,552.4,71,5,1
5787,3,314.28,71,5,1
5788,5,266.65,71,5,1
5790,5,238.1,71,5,1
8731,6,150,132,0,1
3899,40,616.4,106,18,1
3891,6,138.66,106,18,1
3881,6,115.56,106,18,1
3951,12,138.72,106,18,1
3937,12,184.92,106,18,1
3934,12,92.4,106,18,1
3905,12,184.92,106,18,1
3936,12,92.4,106,18,1
3927,20,154,106,18,1
3890,6,138.66,106,18,1
3880,12,92.4,106,18,1
7660,6,92.46,106,18,1
3888,6,69.36,106,18,1
3898,12,208.8,106,18,1
3975,12,184.92,106,18,1
3931,12,92.4,0,18,0
3886,6,69.36,0,18,0
3965,12,92.4,0,18,0
3885,6,69.36,0,18,0
3887,6,69.36,0,18,0
3911,6,153.06,0,5,0
3908,6,153.06,0,5,0
3906,6,184.92,0,18,0
14566,6,90.78,0,18,0
3946,12,92.4,0,18,0
3889,6,69.36,0,18,0
3972,12,92.4,0,18,0
3892,6,90.78,0,18,0
3884,6,69.36,0,18,0
17479,16,112,114,18,1
14911,16,112,114,18,1
14908,24,92.4,114,18,1
11500,20,420,114,18,1
17631,20,70,114,18,1
15566,20,140,114,18,1
15729,20,140,114,18,1
16616,20,140,114,18,1
11295,20,280,114,18,1
14923,20,280,114,18,1
16580,20,280,114,18,1
10757,20,280,114,18,1
14917,2,154.08,114,18,1
14918,2,147.06,114,18,1
15415,2,147.06,114,18,1
17632,2,168.08,114,18,1
14916,2,126.06,114,18,1
14919,2,175.08,114,18,1
14920,2,119.06,114,18,1
10676,1,119.07,114,18,1
14913,1,140.08,0,18,0
10482,1,133.07,0,18,0
10674,1,140.08,0,18,0
11298,1,164.58,0,18,0
14914,1,140.08,0,18,0
15986,1,119.07,0,18,0
10673,1,112.06,0,18,0
10481,1,105.06,0,18,0
10677,1,105.06,0,18,0
16144,1,168.09,0,18,0
16558,1,182.1,114,18,1
16098,1,161.08,114,18,1
14924,3,157.56,114,18,1
16055,3,157.56,114,18,1
17633,10,210.1,114,18,1
17634,3,126.99,271,18,1
17635,3,126.99,271,18,1
17636,3,126.99,271,18,1
17637,5,378.3,271,18,1
17638,5,378.3,271,18,1
5786,5,290,71,5,1
5791,1,54,71,5,1
5788,5,280,71,5,1
6036,5,214.3,180,5,1
5794,40,710,113,0,1
6699,30,592.5,113,0,1
12520,4,86,113,0,1
12519,4,83,113,0,1
6700,20,390,113,0,1
12561,10,105,113,0,1
5794,30,532.5,113,0,1
6699,30,592.5,113,0,1
12520,5,107.5,0,0,0
12519,5,103.75,0,0,0
6700,10,195,0,0,0
12561,5,52.5,0,0,0
5794,40,710,0,0,0
6699,30,592.5,0,0,0
6700,20,390,0,0,0
12561,10,105,0,0,0
12518,5,57.5,0,0,0
8492,5,27.5,113,0,1
4809,7,161,53,12,1
4810,8,184,53,12,1
4799,8,368,53,12,1
6947,7,322,53,12,1
4802,8,184,53,12,1
11914,4,244,53,12,1
4801,2,122,53,12,1
5040,3,65.1,0,12,1

